"year","genus","species","researcher","location","field_chambers","treatment_type_1","treatment_1","treatment_type_2","treatment_2","treatment_type_3","Treatment_3","field_mean_max_temperature_C","field_mean_min_temperature_C","field_length_days","field_number_seeds","field_seeds_scaled_viability","field_seeds_lost","field_number_germinants","field_number_nongerminant_nonviable","chamber_temperature_day","chamber_temperature_night","chamber_light_hrs","chamber_length_days","chamber_number_seeds","chamber_number_germinants","chamber_number_nongerminant_nonviable","TZ_number_stained","TZ_number_viable","TZ_number_nonviable","x_ray_number_seeds","x_ray_number_viable","NOTES","sp_code","evidence_site","germ_trials","germ_success","germ_fail","germ_frac_row"
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","14.5",NA,NA,28.3,12.8,135,15,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,5,10,0.333333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","no litter","canopy_cover","38.91",NA,NA,28.3,12.8,135,15,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,3,12,0.2
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","38.91",NA,NA,28.3,12.8,135,15,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,5,10,0.333333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","no litter","canopy_cover","44",NA,NA,28.3,12.8,135,15,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,5,10,0.333333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","44",NA,NA,28.3,12.8,135,15,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,5,10,0.333333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","no litter","canopy_cover","83",NA,NA,28.3,12.8,135,15,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,6,9,0.4
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","no litter","canopy_cover","83",NA,NA,28.3,12.8,135,15,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,1,14,0.0666666666666667
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","83",NA,NA,28.3,12.8,135,15,NA,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,9,6,0.6
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","83",NA,NA,28.3,12.8,135,15,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,3,12,0.2
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","no litter","canopy_cover","13",NA,NA,28.3,12.8,135,15,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,2,13,0.133333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","13",NA,NA,28.3,12.8,135,15,NA,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,11,4,0.733333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","no litter","canopy_cover","29.5",NA,NA,28.3,12.8,135,15,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,2,13,0.133333333333333
2018,"trachymene","ornata","Isaac_Towers","Perenjori","field","litter_addition","litter","canopy_cover","29.5",NA,NA,28.3,12.8,135,15,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TROR","PJ",15,4,11,0.266666666666667
